SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.16069133,37,0,2565.0,,5,0,2,0,0.0
0,0.0,34,0,0.778234086,1460.0,5,0,1,0,0.0
0,0.222277772,42,0,2.337588652,704.0,4,0,1,0,4.0
0,0.3984004,27,0,0.01305193,3600.0,3,0,0,0,0.0
0,0.636823315,60,2,0.328057299,11308.0,21,0,2,0,0.0
0,0.901032989,33,0,0.138499588,1212.0,3,0,0,0,0.0
0,0.208063355,38,0,0.371925615,5000.0,10,0,0,0,0.0
0,0.030804578,39,0,0.090781844,5000.0,5,0,0,0,2.0
0,0.413977523,54,0,0.524868546,11600.0,17,0,2,0,0.0
0,0.018280679,38,0,1265.0,,11,0,1,0,0.0
0,0.54579002,46,0,0.447854465,7200.0,9,0,2,0,2.0
0,2.731671352,53,0,0.829306889,9478.0,17,0,3,0,1.0
0,0.365217052,53,0,7.721393035,200.0,11,0,1,0,0.0
0,0.248778321,24,0,0.160767846,3333.0,4,0,0,0,0.0
0,0.025692272,55,0,1297.0,,11,0,2,0,
0,0.931108499,49,0,0.936794092,4603.0,10,0,2,0,0.0
0,0.136369318,51,0,2423.0,,5,0,1,0,0.0
0,0.056958861,64,0,0.166760437,8886.0,9,0,1,0,0.0
0,0.040100868,68,0,0.19658427,11124.0,8,0,2,0,1.0
0,0.387615393,49,0,0.882527814,22200.0,19,0,8,0,4.0
0,0.411811758,36,0,0.009488828,9800.0,3,0,0,0,0.0
0,0.396698851,30,0,1.548117155,2150.0,15,0,2,0,0.0
0,0.141482315,32,0,0.204935882,8265.0,3,0,1,0,2.0
0,0.0,74,0,26.0,,5,0,0,0,0.0
0,0.0,48,0,0.225496916,8753.0,7,0,1,0,2.0
0,0.373154281,42,0,0.540992547,5500.0,21,0,1,0,1.0
0,0.025189886,54,0,0.331754065,9286.0,11,0,3,0,4.0
0,0.528270444,35,0,2368.0,,9,0,1,0,3.0
0,0.072620461,58,0,0.501367989,2923.0,4,0,2,0,0.0
0,0.047834838,41,0,0.602011946,22266.0,21,0,12,0,2.0
0,0.9999999,25,0,0.263360246,2600.0,2,0,0,0,0.0
0,0.258334673,47,0,4145.0,0.0,9,0,2,0,3.0
1,0.004053835,52,2,1.390801314,7000.0,13,0,5,1,2.0
0,0.009258461,74,0,0.005997601,2500.0,3,0,0,0,0.0
0,0.214281332,57,0,0.686904438,3672.0,13,0,2,0,0.0
0,0.0,28,0,852.0,,3,0,0,0,
1,0.604132154,64,0,0.386058471,10500.0,24,0,0,0,0.0
0,0.794577882,49,1,0.267987859,5600.0,4,0,0,0,1.0
0,0.123207095,38,0,0.199823555,6800.0,3,0,1,0,0.0
0,0.223552244,48,0,616.0,,18,0,0,0,0.0
0,0.038324224,39,0,0.183918259,2250.0,4,0,0,0,1.0
0,0.9999999,27,0,0.246966453,1400.0,1,1,0,0,1.0
0,0.027435074,41,0,0.233795086,7651.0,8,0,1,0,0.0
0,0.013513348,85,0,0.01843318,1735.0,4,0,0,0,0.0
0,0.205063871,67,0,0.367514721,9000.0,11,0,2,0,4.0
0,0.313387465,32,0,0.727831431,3416.0,6,0,3,0,0.0
0,0.305937694,50,0,2697.0,,12,1,1,0,3.0
0,0.029328085,62,0,0.293610643,5336.0,13,0,2,0,0.0
0,0.803048066,66,0,1.0,996.0,6,0,1,0,0.0
0,0.0,65,0,449.0,,2,0,0,0,0.0
0,0.9999999,31,0,0.17162277,3530.0,4,0,0,0,0.0
0,0.593946005,46,2,0.251019918,12500.0,9,1,2,1,1.0
1,0.9999999,31,1,0.213251849,3108.0,2,3,0,0,2.0
0,0.283216245,42,6,0.531273436,6666.0,8,0,1,0,3.0
0,0.65087211,58,1,0.655409909,4500.0,23,0,1,0,0.0
1,1.077230692,33,1,0.35171386,2683.0,7,0,0,0,0.0
0,0.101289871,53,0,1071.0,,4,0,1,0,0.0
0,0.0,65,0,962.0,,2,0,0,0,0.0
0,0.0,75,0,0.459829693,2700.0,3,0,1,0,0.0
0,0.000315756,29,0,0.130573885,5000.0,3,0,1,0,2.0
0,0.9999999,34,0,0.178401068,5240.0,3,1,0,0,0.0
0,1.041972019,35,1,0.136184581,5330.0,7,0,0,0,2.0
0,0.0,82,0,0.0,,6,0,0,0,0.0
0,0.036568396,38,0,1915.0,,13,0,1,0,2.0
0,0.9999999,51,0,0.354526682,9200.0,5,0,2,0,1.0
0,0.542794911,30,0,0.198228426,7450.0,6,0,0,0,1.0
1,0.745738933,63,3,0.72425829,4583.0,11,0,1,0,0.0
1,0.9999999,40,0,0.024168236,3185.0,1,3,0,0,2.0
0,0.404438566,28,0,0.103724069,4000.0,2,0,0,0,0.0
0,0.155384535,57,2,0.254920337,2133.0,12,0,1,0,0.0
0,0.069134015,49,0,0.27696793,2400.0,6,0,0,0,1.0
0,0.107009214,44,0,0.150653344,7805.0,8,0,0,0,2.0
0,0.292411954,76,0,0.132238942,2192.0,5,0,0,0,0.0
0,0.030931682,58,1,891.0,,10,0,1,0,1.0
1,0.857142857,41,0,57.0,,1,2,0,0,0.0
0,0.085250646,43,0,0.267497308,6500.0,10,0,2,1,0.0
0,0.66553275,50,0,0.380451128,7314.0,7,0,0,0,2.0
0,0.265658724,72,0,0.554101222,4583.0,9,0,3,0,0.0
0,0.317008275,42,0,0.417993203,5590.0,11,0,1,0,4.0
0,0.011979026,57,0,0.325669508,11612.0,9,0,1,0,0.0
0,0.0,71,0,0.0,,4,0,0,0,0.0
0,0.0,61,0,0.333573314,4166.0,13,0,2,0,0.0
0,0.248955729,49,0,0.423416053,11000.0,19,0,2,0,1.0
0,0.197057926,53,0,0.612246382,13750.0,10,0,1,0,1.0
0,0.065721872,61,0,1.184135977,6000.0,8,0,4,0,1.0
1,0.840674254,62,0,2842.0,,15,1,0,3,1.0
0,0.0062829,76,1,0.312849162,3400.0,9,0,0,0,0.0
0,0.031570448,59,0,0.132463575,10500.0,10,0,1,0,0.0
0,0.019464961,69,0,0.015955325,2506.0,8,0,0,0,0.0
0,0.073698208,62,1,62.0,,6,0,0,0,2.0
0,0.601814156,45,0,0.497942387,5345.0,5,0,2,0,0.0
0,0.011492932,43,0,0.205358928,5000.0,3,0,1,0,0.0
0,0.123201969,52,0,0.165439485,8691.0,3,0,1,0,0.0
1,0.186440678,53,0,0.402287357,16000.0,12,0,2,0,2.0
0,0.310852951,46,0,0.182726327,4804.0,8,0,0,1,2.0
0,0.128407159,58,0,0.438267993,8544.0,14,0,3,0,1.0
0,0.409438153,71,0,3275.0,,22,0,0,0,0.0
0,0.0,65,0,3.0,,2,0,0,0,0.0
0,0.039352491,57,1,0.376646474,17992.0,16,0,1,0,1.0
0,0.132293385,55,0,0.164472911,17017.0,4,0,1,0,0.0
0,0.069212848,59,0,2145.0,,6,0,2,0,0.0
0,0.71679489,37,0,0.35407177,9000.0,8,0,1,0,1.0
0,0.004193988,76,0,0.23592136,3000.0,15,0,1,0,0.0
0,0.820782133,34,0,0.494149952,8375.0,12,0,2,0,0.0
0,0.219904204,43,0,0.236111111,11015.0,12,0,1,0,2.0
0,0.00239994,67,0,7.0,,2,0,0,0,0.0
0,0.796524085,36,0,0.294341132,5000.0,7,0,0,0,1.0
0,0.095674967,49,0,0.812509375,6666.0,23,0,4,0,1.0
0,0.00966754,29,2,0.042591482,5000.0,8,0,0,0,0.0
0,0.825191255,48,0,2758.0,,8,0,1,0,3.0
0,0.367544152,23,0,33.0,,2,0,0,0,
0,0.093356266,79,0,0.009735561,7600.0,5,0,0,0,0.0
0,0.204993788,51,0,0.444240384,9800.0,10,0,1,0,1.0
1,0.275816123,37,1,0.131420639,2160.0,5,0,0,0,4.0
0,0.773516895,60,0,0.692982456,7067.0,13,0,2,0,0.0
0,0.553089997,39,0,0.450824679,4910.0,9,0,1,0,2.0
1,0.9999999,27,0,0.0,,1,0,0,0,0.0
0,0.689301124,63,0,0.554254712,3501.0,7,0,1,0,0.0
0,0.108231341,40,0,0.150978432,7000.0,5,0,1,0,0.0
0,0.859843738,54,0,1.995601759,2500.0,12,0,2,0,0.0
0,0.026465028,63,0,0.505030181,2484.0,8,0,2,0,0.0
1,0.773408864,47,0,1827.0,,9,0,2,0,0.0
0,0.018905686,72,0,0.593703554,7400.0,7,0,1,0,0.0
0,0.234282804,39,0,0.557615712,7280.0,12,0,3,0,0.0
0,0.055565463,52,0,0.111947319,3188.0,9,0,0,0,1.0
0,0.014549131,76,0,0.011522712,10500.0,11,0,1,0,0.0
0,0.460036732,47,0,0.523295341,5000.0,9,0,1,0,2.0
0,0.042446916,42,0,0.242605412,9533.0,11,0,3,0,0.0
0,0.020718343,63,1,3771.0,,7,0,1,5,1.0
0,0.029959384,72,0,522.0,,15,0,1,0,0.0
0,0.303038493,41,0,0.159878161,14116.0,7,0,1,0,4.0
0,0.207941876,63,2,0.313303063,10350.0,24,0,2,0,0.0
0,0.9999999,25,0,0.0,2374.0,1,0,0,1,0.0
0,0.791565184,39,0,0.138284704,5654.0,9,0,0,0,0.0
0,0.428475125,52,0,0.533969011,5872.0,10,0,1,0,1.0
1,0.521825587,43,0,7030.0,0.0,8,0,2,0,3.0
0,0.329739459,54,0,0.194437442,11900.0,7,0,2,0,1.0
0,0.9999999,47,0,3221.0,,2,0,1,0,0.0
1,0.989933342,36,1,0.40868406,5250.0,15,0,1,0,2.0
0,0.209605683,54,0,0.215880412,5150.0,6,0,1,0,2.0
0,0.004999,53,1,0.668141593,1581.0,7,0,1,0,1.0
1,0.924839097,40,6,0.659425912,7733.0,24,1,4,2,2.0
0,0.000380946,78,1,0.000749906,8000.0,8,0,0,0,0.0
0,0.915363385,57,0,0.296553347,8500.0,5,0,1,0,2.0
0,0.0,70,0,0.0,25000.0,1,0,0,0,1.0
1,0.165407637,54,0,0.260676779,4284.0,16,0,1,0,3.0
0,0.211098613,40,1,0.230413732,4543.0,5,0,0,0,0.0
0,0.951364689,57,0,3803.0,,10,0,1,0,0.0
0,0.88384755,44,2,0.234001648,3640.0,7,1,0,0,3.0
0,0.237505585,53,0,0.494197465,5600.0,6,0,1,0,0.0
0,0.67800408,53,0,0.755960883,9100.0,12,0,2,0,0.0
0,0.0,53,0,0.165638412,7455.0,8,0,1,0,0.0
0,0.099315199,54,1,0.456644247,5500.0,20,0,2,0,1.0
0,0.03580406,60,0,0.007732818,15000.0,20,0,0,0,0.0
0,0.431177706,65,0,0.304904717,3200.0,3,0,0,0,0.0
0,0.127382556,28,0,0.667221991,2400.0,10,0,1,0,0.0
0,0.024023951,76,0,0.361106482,6000.0,16,0,2,0,1.0
0,0.073761907,83,0,0.279246795,2495.0,9,0,0,1,0.0
0,0.027497545,74,0,0.002586207,3479.0,1,0,0,0,0.0
0,0.580492771,52,0,0.301899367,3000.0,5,0,0,0,1.0
0,0.450629114,29,0,0.162970838,6583.0,5,0,0,0,0.0
1,0.9999999,29,0,0.0,2240.0,1,0,0,0,0.0
0,0.783698502,49,2,0.598214286,5039.0,5,1,1,0,1.0
0,0.132913736,40,2,0.476495726,3275.0,7,0,1,1,1.0
0,0.314844699,54,0,0.765781923,2787.0,11,0,1,0,2.0
0,0.000999967,63,0,0.219889248,4333.0,6,0,1,0,1.0
0,0.257492981,37,0,1569.0,,11,0,0,0,3.0
0,0.0,28,0,0.187637162,2733.0,7,0,0,0,0.0
0,0.153183149,49,0,0.617504543,3301.0,15,0,2,0,0.0
0,0.087936611,48,0,0.393882353,8499.0,10,0,1,0,2.0
0,0.374069944,43,0,0.180852334,8376.0,8,0,1,0,3.0
0,0.127244472,68,0,1.30620985,1400.0,11,0,2,0,0.0
0,0.0,49,0,0.171565687,5000.0,8,0,0,0,0.0
0,0.016394252,50,0,0.280295353,6906.0,6,0,1,0,0.0
1,0.809612692,49,0,0.357752252,20980.0,9,0,3,0,3.0
0,0.518868983,66,0,0.469787771,22192.0,16,0,2,0,0.0
0,0.005656632,61,0,0.437920378,5500.0,15,0,1,0,0.0
0,0.098629587,39,0,0.359330597,9500.0,9,0,2,0,1.0
0,0.012365002,59,0,0.01037037,2024.0,5,0,0,0,0.0
0,0.110319345,52,0,0.203228527,8300.0,6,0,1,0,0.0
0,0.027998923,55,0,0.490393413,7650.0,13,0,1,0,0.0
0,0.138849419,77,0,0.123334766,6980.0,7,0,1,0,0.0
0,0.041265225,51,1,0.288825419,2800.0,7,0,0,0,0.0
0,0.736622023,25,0,0.335207748,3200.0,10,0,0,0,0.0
0,0.001199952,72,0,0.0,4000.0,2,0,0,0,0.0
0,0.762902993,40,0,0.223555289,5000.0,4,0,0,0,3.0
0,0.270690977,48,0,0.055194481,10000.0,7,0,1,0,0.0
0,0.0,83,0,320.0,,7,0,0,0,0.0
0,1.30199765,57,1,0.275044991,3333.0,11,0,0,0,1.0
0,0.261929924,44,0,1.32464146,2300.0,8,0,2,0,2.0
0,0.508485229,42,0,0.17370436,17500.0,9,0,1,0,1.0
0,0.056631446,55,0,0.151616968,4761.0,3,0,1,0,0.0
0,0.044367873,82,0,337.0,,11,0,0,0,0.0
0,0.02644201,56,0,0.149560117,3750.0,9,0,1,0,2.0
0,0.005099159,85,0,10.0,,5,0,0,0,0.0
0,0.0009999,34,0,1743.0,,5,0,1,0,
0,0.167445814,31,0,0.35637149,12500.0,15,0,2,0,0.0
0,0.919970043,54,0,0.30260529,50550.0,20,0,3,0,0.0
0,0.177688902,42,0,1761.0,,9,0,2,0,0.0
0,0.08573927,67,0,1671.0,,12,0,1,0,
0,0.497996808,47,0,0.270608546,6950.0,15,0,1,0,0.0
0,0.62345994,65,0,0.538394415,4583.0,9,0,1,0,1.0
0,0.350829522,38,0,0.687924726,5738.0,20,0,2,0,2.0
0,0.621468927,24,0,0.010079194,4166.0,3,0,0,0,0.0
0,0.734639457,45,0,5533.0,,11,0,2,0,0.0
0,0.013745595,69,0,0.00299925,4000.0,3,0,0,0,0.0
0,0.079420008,43,0,0.417431754,8168.0,9,0,2,0,2.0
1,0.982462618,36,2,0.557395143,905.0,7,2,0,0,1.0
0,0.032663556,50,0,0.402290493,5500.0,5,0,1,0,1.0
0,0.33303176,55,0,260.0,,9,0,0,0,0.0
0,0.108642811,48,0,0.283612429,10330.0,7,0,2,0,2.0
0,0.075907238,40,0,0.952294412,2200.0,13,0,2,0,2.0
0,0.948151989,34,1,0.237923576,2773.0,10,0,0,0,0.0
0,0.054417701,60,0,5301.0,,9,0,2,0,3.0
0,0.497049142,66,0,0.535130565,10645.0,6,0,1,0,0.0
0,0.08695952,46,0,0.849651903,6750.0,7,0,1,0,2.0
0,0.917795477,45,3,0.407876555,4341.0,6,0,2,0,3.0
0,0.774344558,60,0,3951.0,,11,0,1,0,3.0
0,0.0,75,0,0.144868935,7171.0,7,0,1,0,0.0
0,0.132315282,52,0,1249.0,,16,0,1,0,2.0
0,0.02859857,94,0,17.0,,4,0,0,0,0.0
0,0.136293185,56,0,0.401239451,7583.0,6,0,2,0,0.0
0,0.006196515,59,0,2022.0,,13,0,1,0,0.0
0,0.030823021,76,0,0.013421707,6034.0,9,0,0,0,1.0
0,0.042740336,74,0,0.012974052,9017.0,12,0,0,0,0.0
0,0.738331939,58,0,1.175079249,4100.0,12,0,3,0,1.0
0,0.505834654,56,0,0.554049381,28917.0,16,0,5,0,0.0
0,0.0299985,52,0,0.011075219,2166.0,8,0,0,0,2.0
0,0.063867285,75,0,0.049089124,9166.0,5,0,1,0,0.0
0,0.047805668,39,0,0.299713352,15000.0,15,0,1,0,4.0
0,0.570507801,28,0,0.098504093,3542.0,5,0,0,0,0.0
0,0.035575555,75,0,0.009814613,2750.0,12,0,0,0,0.0
0,0.436123348,56,0,0.773096335,4556.0,17,0,1,0,0.0
0,0.938209905,34,0,0.401414949,3250.0,7,1,1,0,0.0
0,0.019196548,73,0,0.246989321,4400.0,10,0,1,0,0.0
0,0.257534638,51,0,0.765067291,3417.0,4,0,1,0,0.0
0,0.100310697,67,0,0.12181005,3800.0,9,0,0,0,0.0
0,0.085721904,57,0,0.229935267,19000.0,5,0,2,0,0.0
0,0.198317583,68,0,0.621050472,4873.0,11,0,3,0,0.0
1,0.9999999,32,3,0.813767091,2120.0,3,0,1,0,4.0
0,0.227818533,50,0,0.299045599,7543.0,10,0,2,0,0.0
0,0.041566544,71,0,1440.0,,10,0,2,0,0.0
0,0.647155502,49,0,0.383458647,6250.0,11,0,1,0,0.0
0,0.9999999,27,0,781.0,,3,1,0,0,
0,0.230427984,41,0,0.474148493,4080.0,9,0,3,0,0.0
0,0.933824497,34,0,0.123471171,1716.0,2,0,0,0,1.0
0,0.013170934,50,0,21.0,,11,0,0,0,1.0
0,0.826917972,27,0,0.102903344,2720.0,6,0,0,0,0.0
1,0.211574416,48,1,1.687516022,3900.0,15,0,4,1,3.0
0,0.9999999,29,0,0.187568157,2750.0,3,0,0,1,0.0
0,0.33848832,31,0,0.410562181,1760.0,4,0,0,0,0.0
0,0.290914956,59,0,0.277588168,3515.0,9,0,1,0,1.0
0,0.9999999,52,0,0.378128214,2916.0,2,0,0,0,0.0
0,0.405220903,42,1,538.0,,6,0,0,0,0.0
0,0.01857552,49,0,0.410764873,6000.0,13,0,1,0,0.0
0,0.0,60,2,0.200186654,15000.0,6,0,1,0,0.0
0,0.75878103,62,0,0.272563718,3334.0,4,0,0,0,0.0
0,0.096032742,67,0,3680.0,,13,0,2,0,0.0
0,0.029230207,63,0,0.004965138,9465.0,12,0,0,0,0.0
1,0.972972973,37,1,0.186908019,4750.0,6,0,0,0,2.0
1,0.141001916,55,0,0.299903257,3100.0,4,0,0,0,0.0
0,0.0,62,0,1463.0,,5,0,1,0,0.0
0,0.144184889,31,0,0.383736431,5250.0,8,0,1,0,0.0
0,0.102222444,58,0,0.16463454,15500.0,5,0,1,0,1.0
0,0.825454403,53,0,0.566041329,10500.0,10,0,2,0,2.0
0,0.132857421,41,0,0.278038791,8300.0,4,0,1,0,3.0
0,0.229635376,31,0,1176.0,0.0,14,0,0,0,0.0
0,0.40363774,48,0,0.203761009,4200.0,14,0,0,0,0.0
0,0.910920809,56,3,0.124980374,12737.0,13,1,0,0,1.0
0,0.005859913,73,0,1512.0,,13,0,1,0,0.0
0,0.046063686,48,0,0.428822847,25000.0,9,0,4,0,3.0
0,0.9999999,47,0,0.220885467,2077.0,6,0,0,0,0.0
0,0.092779087,54,0,0.222252522,11000.0,5,0,2,0,0.0
0,0.003285558,46,0,0.183544304,6003.0,7,0,0,0,3.0
0,0.08571287,38,0,0.171049623,17491.0,11,0,2,0,0.0
0,0.147336746,35,0,0.297571814,6300.0,11,0,1,0,2.0
0,0.013749313,71,0,50.0,,3,0,0,0,0.0
0,1.076558266,56,1,0.522594365,3761.0,8,1,1,1,1.0
0,0.132397394,93,1,0.114635504,5390.0,8,0,0,1,1.0
0,0.401179983,56,0,0.432715983,9340.0,11,0,3,0,2.0
0,0.070201264,76,0,0.443599218,4600.0,10,0,1,0,0.0
0,0.0,54,0,0.241781548,6600.0,11,0,1,0,2.0
0,0.037701948,44,0,0.058848736,7000.0,5,0,0,0,0.0
0,0.006465193,68,0,1.0,,1,0,0,0,0.0
0,0.0,73,0,0.201996323,7613.0,3,0,2,0,0.0
0,0.944579346,45,3,0.485636115,5116.0,5,2,2,0,3.0
0,0.158188932,62,0,0.411430888,7400.0,21,0,1,0,0.0
0,0.9999999,30,0,0.333528722,3411.0,3,0,1,0,0.0
0,0.977977471,67,0,671.0,,3,0,0,0,0.0
0,0.02738811,63,0,0.694850115,1300.0,12,0,0,0,0.0
0,0.310380533,62,0,0.663767247,3333.0,13,0,2,0,0.0
0,0.030242158,70,0,0.015275708,2683.0,8,0,0,0,0.0
0,0.736536868,57,0,0.398585977,15416.0,12,0,4,0,0.0
0,0.797847809,31,2,0.745841035,1081.0,2,0,0,0,3.0
0,0.137552103,56,0,0.353232917,5443.0,8,0,1,0,1.0
0,0.331008244,47,1,0.251562221,5600.0,11,0,2,1,2.0
0,0.015982595,31,0,0.546920348,3100.0,3,0,1,0,1.0
0,0.876222907,39,0,0.555896387,2933.0,6,0,1,0,3.0
0,0.101534554,60,0,0.059737234,15450.0,10,0,2,0,0.0
0,0.186792528,63,0,5554.0,,16,0,3,0,0.0
0,0.138630765,63,0,0.45961555,11600.0,7,0,1,0,1.0
0,0.306947594,66,0,0.608588756,6100.0,10,0,3,0,0.0
0,0.126458236,70,0,0.026944807,2300.0,3,0,0,0,1.0
0,0.836753054,33,0,1.385807096,2000.0,10,0,1,0,1.0
0,0.263957508,61,0,0.364147408,1600.0,17,0,0,0,0.0
1,0.71257485,54,2,0.269716088,8241.0,7,2,2,1,0.0
0,0.567969708,44,0,0.399400218,7335.0,15,0,1,0,2.0
0,0.0,86,0,0.0,406.0,4,0,0,0,0.0
0,0.060551477,51,0,0.200739675,14600.0,18,0,2,0,0.0
0,0.511105244,45,1,0.387582135,10500.0,12,0,2,0,0.0
0,0.235529386,48,0,1785.0,,9,0,2,0,0.0
0,0.026446847,42,0,0.46807757,11292.0,16,0,4,0,3.0
0,0.191737567,51,0,2627.0,,11,0,2,0,0.0
0,0.534536637,58,0,0.447815259,8833.0,6,0,2,0,4.0
0,0.020037865,81,0,0.319222119,7558.0,18,0,1,0,0.0
0,0.549163935,47,2,2.131245836,1500.0,13,0,1,0,0.0
0,0.023159691,65,0,0.35416146,4000.0,13,0,1,0,0.0
0,0.049498924,81,0,1597.0,,12,0,2,0,0.0
0,0.0,68,0,2923.0,,5,0,2,0,
0,0.142857143,32,0,0.181927229,2500.0,7,0,0,0,2.0
0,0.340753527,27,0,0.111318491,7500.0,14,0,0,0,0.0
0,0.070098832,63,0,0.242619079,7620.0,24,0,3,0,0.0
0,0.030464636,59,0,0.001039917,12500.0,4,0,0,0,0.0
0,0.0,49,0,0.927870461,2037.0,7,0,1,1,1.0
0,0.417106303,44,1,0.438400344,4650.0,11,0,3,0,1.0
0,0.385484572,25,0,0.131232361,2125.0,3,0,0,0,0.0
0,0.11905182,46,0,1173.0,,2,0,1,0,0.0
0,0.204057014,47,0,0.539384246,2500.0,4,0,1,0,2.0
0,0.011913523,59,0,0.030630298,65000.0,21,0,2,0,0.0
0,0.209186054,41,0,0.212645363,10232.0,5,1,2,0,3.0
1,1.073202332,43,3,0.399075638,11250.0,10,1,1,1,3.0
0,0.0,60,0,2956.0,,6,0,2,0,0.0
0,0.027231665,63,0,31.0,0.0,3,0,0,0,0.0
0,0.907206186,50,1,0.835509864,3598.0,8,0,3,0,0.0
0,0.180184264,49,0,0.451133698,6394.0,13,0,1,0,0.0
0,0.03227563,45,0,0.361210094,13750.0,13,0,1,0,3.0
0,0.157920143,56,0,34.0,1.0,1,0,0,0,0.0
0,0.965105348,61,0,0.340612751,12500.0,14,0,0,0,0.0
0,0.014189181,81,1,0.147463134,4000.0,14,0,0,0,0.0
0,0.266136693,65,0,1602.0,,4,0,1,0,1.0
0,0.28540565,64,0,0.816485226,4500.0,8,0,2,0,0.0
0,0.464157149,76,0,0.431776633,6016.0,20,0,2,0,0.0
0,1.043165468,29,0,0.764849969,1632.0,5,0,1,0,1.0
0,0.031124222,55,0,0.485005998,2500.0,4,0,1,0,0.0
0,0.0,61,0,66.0,,4,0,0,0,0.0
0,0.057312102,74,0,0.149411508,9175.0,6,0,1,0,0.0
0,0.016526731,66,0,0.067897165,4550.0,7,0,0,0,0.0
0,0.008409651,41,0,0.23852573,10065.0,23,0,1,0,2.0
0,0.377318537,38,0,0.215778949,5500.0,7,0,1,0,0.0
0,0.267279075,68,0,2383.0,,8,0,1,0,0.0
0,0.368562899,67,0,0.445357436,3650.0,15,0,1,0,0.0
0,0.003999867,70,0,3.0,,4,0,0,0,0.0
0,0.038968381,77,0,0.079040091,10500.0,19,0,1,0,0.0
1,0.0,83,0,0.641595615,3283.0,9,0,3,1,1.0
1,0.9999999,57,0,183.0,,1,2,0,1,3.0
0,0.009676001,69,1,0.004799616,12500.0,22,0,0,1,0.0
0,0.093642364,44,0,0.018526687,6800.0,8,0,0,0,1.0
0,0.034252881,52,0,0.169510808,3515.0,5,0,0,0,1.0
0,0.951433197,28,1,0.152623688,3334.0,4,3,0,0,4.0
0,0.108887207,49,0,0.466849084,4750.0,11,0,1,0,3.0
0,0.031212662,49,0,0.136643168,6666.0,7,0,0,0,1.0
0,0.245629838,49,0,492.0,0.0,5,0,0,0,3.0
0,0.011195145,63,0,0.049370277,7939.0,6,0,0,0,0.0
0,0.406427995,52,0,2.286285486,2500.0,12,0,2,0,2.0
0,0.026108007,60,0,0.036224384,4830.0,16,0,1,0,0.0
0,0.296622141,45,0,0.276485788,11222.0,12,1,2,0,4.0
0,0.155715757,73,0,0.243856973,5900.0,4,0,1,0,0.0
0,0.0,64,0,0.116895484,12600.0,15,0,1,0,0.0
0,0.042203718,55,0,0.353416149,6439.0,10,0,2,0,0.0
0,0.173445664,42,0,0.555254661,9600.0,8,0,2,0,3.0
0,0.779916393,50,0,1971.0,,10,0,0,0,3.0
0,0.9999999,33,0,0.020744814,4000.0,1,0,0,0,3.0
0,0.025682614,67,0,2441.0,,9,0,1,0,0.0
0,0.22324159,44,0,0.250066649,3750.0,5,0,1,0,0.0
0,0.095224536,61,0,0.178121459,15000.0,13,0,2,0,2.0
0,0.138451659,41,0,926.0,0.0,7,0,0,0,3.0
0,0.05725669,61,0,0.139705263,11874.0,16,0,2,0,2.0
0,0.024193942,53,0,1018.0,,3,0,1,0,0.0
0,0.9999999,54,0,0.327564895,1617.0,8,0,0,0,0.0
0,0.0,42,0,1539.0,,5,0,1,0,0.0
0,0.213577148,34,0,0.88574149,4200.0,12,0,1,0,1.0
0,0.036131339,73,0,0.226841518,10751.0,7,0,1,0,0.0
0,0.167113315,44,0,0.299253882,4958.0,7,0,1,0,1.0
0,0.348316797,57,0,10171.0,,13,0,3,0,
0,0.049884289,64,0,0.236174636,9619.0,6,0,2,0,0.0
0,0.805690272,58,0,0.395140589,16750.0,20,0,2,0,0.0
0,0.9999999,63,0,2587.0,0.0,3,0,1,0,0.0
0,0.013805995,54,0,2615.0,,9,0,1,0,0.0
0,0.184821037,64,0,0.552089582,5000.0,8,0,3,0,1.0
0,0.017816145,62,0,0.459344402,4697.0,10,0,2,0,0.0
0,0.035651399,31,0,0.155226899,7910.0,4,0,1,0,0.0
0,0.033607234,55,0,1193.0,,3,0,1,0,
0,0.129280525,70,0,0.37544982,2500.0,19,0,1,0,0.0
0,0.0,38,0,0.059858576,6080.0,7,0,0,0,4.0
0,0.058979673,44,0,0.211964774,9878.0,7,0,2,0,2.0
0,0.034094855,48,0,2.190420561,855.0,7,0,2,0,3.0
1,1.045701228,32,1,0.195378151,3807.0,9,2,0,2,0.0
0,0.408185472,52,0,0.287125918,7083.0,6,0,1,0,4.0
0,0.200765799,61,0,0.120279276,3150.0,15,0,0,0,0.0
0,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0
1,0.874402434,46,2,0.030777256,1916.0,2,0,0,0,2.0
0,0.30677579,57,0,3274.0,,13,0,2,0,2.0
0,0.550710295,43,0,0.585088068,7550.0,15,0,4,0,2.0
0,0.062951305,45,0,1426.0,,5,0,1,0,0.0
0,0.316277255,32,6,0.333662975,5055.0,14,1,1,1,1.0
0,0.122964665,69,0,0.021176471,2549.0,6,0,0,0,0.0
0,0.004189086,53,2,0.377828451,5700.0,22,0,2,1,1.0
0,0.033083913,60,0,0.115008307,5416.0,11,0,1,0,0.0
0,0.563710191,54,0,0.369625597,9000.0,6,0,1,0,0.0
0,0.039990972,63,0,0.047301799,3001.0,15,0,0,0,0.0
